company,industry,platform,title,department,location,description,link,posted_date
Affirm,Banking/Fintech,generic,Administrative Assistant IV Remote US,N/A,N/A,"Administrative Assistant IV Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The COO team at Affirm partners across the business to drive operational excellence and financial integrity. This team supports core accounting and operational leadership, ensuring strong financial stewardship, scalable processes, and effective cross- functional coordination. By enabling efficient executive operations and alignment, the team helps power Affirm’s continued growth in a fast- paced, high- impact environment. We are seeking a resourceful, proactive, and highly organized Administrative Assistant II to support our Chief Accounting Officer and two Vice Presidents within the COO organization. In this role, you will be a strategic partner, ensuring our leaders are operating efficiently and effectively each day. From complex calendar management and travel coordination to team meetings and event planning, you will play a critical role in optimizing time, streamlining operations, and supporting a high-performing leadership team. What You’ll Do: Support the Chief Accounting Officer and two Vice Presidents with their respective administrative needs Calendar management, including scheduling meetings and deconflicting existing meetings, often across multiple time zones Meeting preparation (such as calendar event creation, drafting agendas, creating slide decks, and communicating with meeting attendees in advance of the meeting) Managing executive schedules to ensure sufficient time for task completion Attend meetings when requested to manage Zoom, track action items, and follow up with meeting attendees on action items Event planning and coordination, including for working onsite/offsite meetings and team building events Additional administrative functions such as submitting expense reports and travel coordination (both via Navan), preparation of docum",https://job-boards.greenhouse.io/affirm/jobs/7659850003,
Affirm,Banking/Fintech,generic,"Senior Director, Global Equity and Payroll Remote US",N/A,N/A,"Senior Director, Global Equity and Payroll Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. As we scale globally, we are seeking a highly experienced and strategic leader to architect the future of our Equity and Payroll functions, ensuring that every employee worldwide receives a premier experience defined by consistency, precision, and ease. As the Senior Director of Global Equity and Payroll, you will be a highly influential, collaborative leader, reporting directly to the CAO, responsible for autonomously overseeing the entire global function across our complex, high-growth multinational employee operations (US, Canada, Poland, UK, Spain, Australia, the Netherlands, and expanding rapidly). This pivotal role requires defining and driving the strategic roadmap, managing all aspects of global payroll and critical equity administration. You will balance operational excellence with large-scale transformation, demanding deep understanding of global complexities and proven success influencing executive-level stakeholders across Finance, Tax, Legal, and People. What You’ll Do Strategic Execution & Optimization Drive Global Scale: Architect, implement, and optimize global processes for payroll and equity administration to support our rapid international expansion and growing global employee base, ensuring timely and accurate delivery in every jurisdiction. Vision & Roadmap: Design and recommend new global policies, technology roadmaps, and organizational structures that are scalable and compliant across all current and future geographies. Operational Excellence: Manage the entire global function (Payroll and Equity) for a complex, high-growth multinational organization, ensuring timely, accurate, and compliant execution of all pay cycles and equity events. Budget Management: Manage significant vendor relationships and transformation ",https://job-boards.greenhouse.io/affirm/jobs/7552668003,
Affirm,Banking/Fintech,generic,"Senior Director, Brand Marketing Remote US",N/A,N/A,"Senior Director, Brand Marketing Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Affirm is building a new kind of payment network—one based on trust, transparency, and putting people first. We empower millions of consumers to spend and save responsibly and give thousands of businesses the tools to grow. We’re looking for a Senior Director of Brand to help lead the next evolution of how Affirm shows up in the world. This is not a role for people whose comfort zone is making decks about a brand. It’s for someone who wants to build on one—every day, through ideas, storytelling, and action. Reporting to the VP of Communications and Brand, you'll lead Affirm's talented Brand & Creative team, uniting design, writing, and brand storytelling under a single, clear vision. You’ll partner across Communications, Social, Partner Marketing and Product Marketing to ensure every story, campaign, and cultural moment feels unmistakably Affirm: confident, clear, and human. What You’ll Do Evolve Affirm’s brand from a static identity into a living, adaptive system — one that generates campaigns, guides product experiences, and inspires creative ideas across every channel. Help transform a more than willing brand & creative team from an exclusive role as an in-house studio into a cultural and creative leader within Affirm. Build the connective tissue across Brand, Comms, Product Marketing, Partner Marketing and other teams to ensure coherence in how Affirm shows up across all touchpoints. Develop bold, culturally relevant creative work that builds distinction, drives participation, and strengthens trust. Create frameworks and rituals that help teams move fast and make meaningful work that actually matters. What We’re Looking For With 15+ years of experience, you’ve led brand transformations at scale — in-house or agency — and know how to build teams",https://job-boards.greenhouse.io/affirm/jobs/7535014003,
Affirm,Banking/Fintech,generic,Capital Markets Manager Remote US,N/A,N/A,"Capital Markets Manager Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. We're looking for an outstanding team member to join Affirm’s Capital Markets team! Affirm Capital is responsible for structuring, negotiating, and executing a critical part of Affirm’s revenue strategy. As a Capital Markets Manager, you will build and own a significant portion of the platform’s funding strategy which drives Affirm’s ability to scale its consumer point-of-sale lending business globally - this is a complex role essential to the functioning of a consumer finance and payments platform. The ideal team member will have strong technical and interpersonal skills and the desire to work closely with both internal and external stakeholders. What You'll Do Develop a strong understanding of Affirm’s business from a unique perspective and learn how Capital Markets fits into broader corporate initiatives Play a meaningful role in developing and executing on Capital Markets strategy, including owning significant components of live transactions Own deal processes from start to finish, including structuring, negotiation, documentation, and execution Take charge of communication with Engineering, Product, Commercial, and Credit/Risk teams to drive scale for Affirm’s capital platform and funding strategy Build and manage relationships with existing and potential investors What We Look For 5+ years in structured finance, fixed-income investing, trading, private equity, consulting, or product/strategy roles Ability to reason through first principles and think outside of the box Strong presentation and interpersonal skills Ability to multi-task and manage multiple simultaneous workstreams Ability to work and align with cross-functional partners High level of humility and ability to own mistakes Experience with SQL or Python is a plus, but not required Excellent ",https://job-boards.greenhouse.io/affirm/jobs/7543849003,
Affirm,Banking/Fintech,generic,Compliance Analyst I Remote Poland,N/A,N/A,"Compliance Analyst I Remote Poland Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Affirm seeks a Financial Crimes Analyst to help support a comprehensive Financial Crimes Compliance program. Come join us in our mission to change consumer finance through better technology, lower costs, and increased transparency while providing the best customer experience! What you'll do Follow company policies/standards to determine if activities or transactions are non-compliant/potentially suspicious and action as appropriate Ability to work / investigate alerts in a fast-paced environment while maintaining high quality standards Undertake ad project work and Financial Crime program enhancements Work closely with our Financial Crimes team to stay up to date on current industry standards and regulatory requirements Work in collaboration with cross functional teams across the organization What we look for 3+ years of professional work experience in BSA/AML, Sanctions or KYC experience preferred. Financial services company experience a plus. Exceptional judgment, organizational and analytical skills and keen attention to detail, coupled with excellent verbal and written communication abilities Strong working knowledge of analytical tools, such as Snowflake, Excel, and visualization software (e.g. Looker, Tableau, etc.) Strong understanding of BSA/AML and Sanctions Program requirements Ability to collaborate cross-functionally with, and communicate complex regulations to, business partners Passion for technology, consumer finance, and improving consumer credit products Industry certifications preferred but not required (Relevant examples include CAMS, CFE, CIA, etc.) Compensation and Benefits Base Pay Grade - F Equity Grade - Poland 1 Employees new to Affirm typically come in at the start of the pay range. Affirm focuses on providing a simple and transpa",https://job-boards.greenhouse.io/affirm/jobs/7629760003,
Affirm,Banking/Fintech,generic,Compliance Analyst II (Compliance Monitoring) Remote Canada,N/A,N/A,"Compliance Analyst II (Compliance Monitoring) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. About the Legal, Compliance, and Public Affairs function The Legal, Compliance, and Public Affairs team is a group of dedicated professionals committed to helping Affirm scale, innovate, and provide outstanding products for consumers, merchants, and key partners. We combine legal, compliance, and policy expertise to guide growth, shape products, and build trust across our ecosystem. Our work spans multiple professional disciplines and provides the foundation for Affirm’s mission to deliver honest financial products. About the team Affirm’s Compliance team designs and implements a compliance program that enables Affirm to proactively adhere to regulatory requirements while also identifying and addressing potential regulatory issues that may arise. As a second line of defence, Compliance proactively partners with the business to support new products, markets and initiatives, issue identification and remediation plans and assessment and monitoring of third parties. Compliance activities also include prevention and detection activities not limited to administering compliance training, independent testing & monitoring, reporting, escalation and oversight. Affirm is seeking a Compliance Analyst II to support certain critical compliance management program elements. In this role, you will work cross functionally to assist in building the Compliance monitoring function. Are you looking to further your career in compliance or to take a foray into the field? This is an excellent opportunity to join a phenomenal team and to expand your compliance expertise! What You'll Do Partner with compliance subject matter specialists to operationalize the Compliance Monitoring Program. Identify compliance concerns through monitoring and escalating to seni",https://job-boards.greenhouse.io/affirm/jobs/7631901003,
Affirm,Banking/Fintech,generic,Compliance Analyst II (Core Advisory) Remote US,N/A,N/A,"Compliance Analyst II (Core Advisory) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. About the Legal, Compliance, and Public Affairs Team The Legal, Compliance, and Public Affairs team is a group of dedicated professionals committed to helping Affirm scale, innovate, and provide outstanding products for consumers, merchants, and key partners. We combine legal, compliance, and policy expertise to guide growth, shape products, and build trust across our ecosystem. Our work spans multiple professional disciplines and provides the foundation for Affirm’s mission to deliver honest financial products. About the Team Affirm’s Compliance team designs and implements a compliance program that proactively addresses regulatory requirements while identifying and resolving potential issues. Compliance program activities include advisory, training, testing & monitoring, reporting, escalation, and oversight. Although a second line of defense, Compliance partners with the business to support new products and markets, change management, issue identification and remediation, and third-party assessment and monitoring. Compliance uses multiple data sources to enable informed decision-making, strengthen controls, and provide for better treatment of consumers. Affirm is seeking a Compliance Analyst II to support our Integrated/Core Compliance Advisory team. In this role, you will ensure adherence to applicable regulatory requirements, provide clear guidance to Affirm’s Product and Operations teams to mitigate risk and ensure compliance, and collaborate with cross-functional partners including Legal, Risk, Operations, Product, Marketing, Engineering and senior leadership to drive process improvements and further mature our compliance program. This remote role reports to the Compliance Manager and requires the ability to work independently and cross-f",https://job-boards.greenhouse.io/affirm/jobs/7654746003,
Affirm,Banking/Fintech,generic,Compliance Lead (Servicing Advisory) Remote US,N/A,N/A,"Compliance Lead (Servicing Advisory) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. About the Legal, Compliance, and Public Affairs team The Legal, Compliance, and Public Affairs team is a group of dedicated professionals committed to helping Affirm scale, innovate, and provide outstanding products for consumers, merchants, and key partners. We combine legal, compliance, and policy expertise to guide growth, shape products, and build trust across our ecosystem. Our work spans multiple professional disciplines and provides the foundation for Affirm’s mission to deliver honest financial products. We are seeking an experienced and detail-oriented Compliance Lead to join the Loss Mitigation and Furnishing Compliance team. As a Compliance Lead, you will be responsible for overseeing compliance with the Fair Credit Reporting Act (FCRA), Fair Debt Collection Practices Act (FDCPA), and managing issues related to regulatory compliance within the organization. Additionally, you will advise Affirm’s Servicing, Collections, and Repayments teams on compliance requirements. The ideal candidate will possess extensive knowledge of FCRA, FDCPA, and other servicing regulations, exceptional analytical skills, and a proven track record in developing and implementing effective compliance programs. What You'll Do Regulatory Compliance Advisory: Stay abreast of changes in servicing, collections, and repayments regulations and ensure organizational policies and procedures align with the latest requirements. Provide guidance to Affirm’s Servicing, Collections, and Repayments teams on compliance requirements related to product changes and new initiatives. Issues Management: Identify, assess, and manage compliance-related issues within the organization. Collaborate with cross-functional teams to develop and implement corrective action plans in response ",https://job-boards.greenhouse.io/affirm/jobs/7637063003,
Affirm,Banking/Fintech,generic,Compliance Lead (Servicing Advisory) Remote Canada,N/A,N/A,"Compliance Lead (Servicing Advisory) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. About the Legal, Compliance, and Public Affairs team The Legal, Compliance, and Public Affairs team is a group of dedicated professionals committed to helping Affirm scale, innovate, and provide outstanding products for consumers, merchants, and key partners. We combine legal, compliance, and policy expertise to guide growth, shape products, and build trust across our ecosystem. Our work spans multiple professional disciplines and provides the foundation for Affirm’s mission to deliver honest financial products. We are seeking an experienced and detail-oriented Compliance Lead to join the Loss Mitigation and Furnishing Compliance team. As a Compliance Lead, you will be responsible for overseeing compliance with the Fair Credit Reporting Act (FCRA), Fair Debt Collection Practices Act (FDCPA), and managing issues related to regulatory compliance within the organization. Additionally, you will advise Affirm’s Servicing, Collections, and Repayments teams on compliance requirements. The ideal candidate will possess extensive knowledge of FCRA, FDCPA, and other servicing regulations, exceptional analytical skills, and a proven track record in developing and implementing effective compliance programs. What You'll Do Regulatory Compliance Advisory: Stay abreast of changes in servicing, collections, and repayments regulations and ensure organizational policies and procedures align with the latest requirements. Provide guidance to Affirm’s Servicing, Collections, and Repayments teams on compliance requirements related to product changes and new initiatives. Issues Management: Identify, assess, and manage compliance-related issues within the organization. Collaborate with cross-functional teams to develop and implement corrective action plans in respo",https://job-boards.greenhouse.io/affirm/jobs/7637065003,
Affirm,Banking/Fintech,generic,"Director, Software Engineering Remote Canada",N/A,N/A,"Director, Software Engineering Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. At Affirm, we’ve been very successful in our mission in delivering honest financial products that improve lives. The Affirm Card has played a significant part in helping Affirm deliver on that mission. As we look into the future, we expect our Affirm card to continue to play an outsized role. We are seeking to hire a Director to lead the Card Platform and Experiences team. What You’ll Do: Set the vision for the Card Experiences and Platform team at Affirm. Hire world class full stack engineers to execute on that vision. Take ownership of our core engineering and business outcomes across our established verticals – Card experiences, Card services Platform and Card Loan platform. Work closely with product and business leadership to drive key efforts to build card related capabilities to grow and scale the business. Balance product expansion efforts with platform investments and scale our platform to handle high scale and a spectrum of eclectic use cases. Run a robust development lifecycle establishing a culture for operational excellence, while experimenting and failing fast. Work with a wide variety of cross functional partners outside of engineering ranging from product, analytics, risk, servicing, legal and compliance. What We Look For: 15+ years of relevant experience software engineering Experience leading full stack teams and backend teams. Successful track record driving key outcomes that drive the company’s success Comfortable partnering across disciplines and influencing across a wide variety of leaders. Experience hiring and growing, and retaining talent Has Card related domain knowledge. Great to have -if you've worked on credit/debit card/card related areas including accounting, ledgering, open/closed loops, and more. Base Pay Grade - T",https://job-boards.greenhouse.io/affirm/jobs/7528825003,
